source,target
infovis96--559213,infovis95--528684
infovis96--559213,infovis96--559210
infovis96--559226,infovis95--528697
infovis96--559222,infovis95--528682
infovis96--559218,infovis95--528692
infovis96--559225,infovis95--528686
infovis96--559223,infovis95--528686
infovis96--559224,infovis95--528680
infovis96--559220,infovis95--528686
infovis96--559229,infovis01--963283
infovis97--636718,infovis95--528689
infovis97--636718,infovis95--528691
infovis97--636792,infovis96--559213
infovis97--636792,infovis95--528684
infovis97--636792,infovis95--528697
infovis97--636792,infovis95--528686
infovis97--636761,infovis95--528690
infovis97--636786,infovis96--559214
infovis97--636794,infovis96--559213
infovis97--636794,infovis95--528682
infovis97--636794,infovis96--559211
infovis97--636759,infovis95--528689
infovis97--636759,infovis95--528686
infovis97--636759,infovis95--528691
infovis97--636759,infovis96--559223
infovis97--636789,infovis95--528688
infovis97--636789,infovis96--559223
infovis97--636789,infovis95--528686
infovis97--636791,infovis95--528686
infovis97--636791,infovis96--559224
infovis97--636791,infovis95--528688
infovis97--636785,infovis96--559210
infovis97--636790,infovis95--528688
infovis97--636778,infovis95--528696
infovis97--636788,infovis95--528688
infovis97--636788,infovis96--559210
infovis98--729558,infovis96--559214
infovis98--729558,infovis97--636786
infovis98--729558,infovis97--636718
infovis98--729560,infovis97--636792
infovis98--729560,infovis97--636761
infovis98--729560,infovis97--636793
infovis98--729560,infovis96--559222
infovis98--729560,infovis95--528686
infovis98--729555,infovis97--636794
infovis98--729555,infovis97--636792
infovis98--729555,infovis95--528689
infovis98--729570,infovis97--636789
infovis98--729570,infovis96--559220
infovis98--729570,infovis97--636761
infovis98--729570,infovis97--636793
infovis98--729570,infovis96--559228
infovis98--729570,infovis95--528686
infovis98--729557,infovis97--636787
infovis98--729568,infovis97--636761
infovis98--729568,infovis96--559220
infovis98--729568,infovis97--636759
infovis98--729568,infovis96--559228
infovis98--729568,infovis95--528686
infovis98--729556,infovis96--559216
infovis98--729562,infovis96--559226
infovis98--729562,infovis97--636759
infovis98--729562,infovis95--528691
infovis98--729562,infovis95--528688
infovis98--729569,infovis96--559228
infovis98--729569,infovis95--528686
infovis99--801866,infovis97--636791
infovis99--801866,infovis98--729565
infovis99--801866,infovis98--729570
infovis99--801866,infovis95--528686
infovis99--801858,infovis98--729555
infovis99--801858,infovis96--559216
infovis99--801859,infovis95--528689
infovis99--801859,infovis98--729555
infovis99--801853,infovis95--528689
infovis99--801853,infovis98--729560
infovis99--801853,infovis95--528691
infovis99--801853,infovis95--528686
infovis99--801857,infovis96--559214
infovis99--801857,infovis98--729558
infovis99--801861,infovis97--636761
infovis99--801865,infovis97--636793
infovis99--801862,infovis97--636790
infovis99--801864,infovis96--559219
infovis99--801863,infovis95--528684
infovis99--801868,infovis98--729559
infovis99--801868,infovis98--729570
infovis99--801868,infovis96--559228
infovis99--801868,infovis98--729569
infovis99--801856,infovis96--559210
infovis00--885098,infovis97--636789
infovis00--885098,infovis98--729570
infovis00--885086,infovis96--559210
infovis00--885092,infovis97--636761
infovis00--885092,infovis98--729560
infovis00--885091,infovis98--729557
infovis00--885091,infovis99--801860
infovis00--885095,infovis95--528686
infovis00--885088,infovis98--729559
infovis00--885088,infovis97--636759
infovis00--885088,infovis95--528691
infovis00--885088,infovis98--729555
infovis00--885088,infovis95--528686
infovis00--885097,infovis97--636791
infovis00--885097,infovis98--729565
infovis00--885097,infovis98--729570
infovis00--885097,infovis95--528686
infovis00--885097,infovis99--801866
infovis00--885090,infovis99--801858
infovis00--885090,infovis99--801859
infovis00--885094,infovis99--801857
infovis00--885094,infovis97--636786
infovis00--885089,infovis98--729557
infovis00--885093,infovis97--636792
infovis00--885093,infovis97--636788
infovis00--885096,infovis97--636794
infovis00--885096,infovis97--636792
infovis00--885096,infovis95--528691
infovis00--885103,infovis98--729557
infovis00--885087,infovis95--528688
infovis01--963279,infovis97--636718
infovis01--963273,infovis00--885098
infovis01--963273,infovis95--528685
infovis01--963290,infovis98--729557
infovis01--963285,infovis95--528689
infovis01--963285,infovis99--801860
infovis01--963286,infovis00--885088
infovis01--963289,infovis95--528688
infovis01--963275,infovis95--528686
infovis01--963287,infovis98--729570
infovis01--963274,infovis97--636789
infovis01--963274,infovis00--885099
infovis01--963274,infovis95--528686
infovis01--963288,infovis95--528690
infovis01--963288,infovis99--801867
infovis01--963284,infovis95--528692
infovis01--963284,infovis97--636718
infovis01--963294,infovis98--729563
infovis01--963278,infovis98--729558
infovis01--963278,infovis96--559214
infovis01--963278,infovis97--636786
infovis01--963278,infovis97--636718
infovis01--963278,infovis97--636784
infovis01--963281,infovis95--528689
infovis01--963281,infovis95--528691
infovis01--963293,infovis00--885089
infovis01--963293,infovis96--559218
infovis01--963293,infovis95--528697
infovis01--963293,infovis98--729553
infovis01--963293,infovis00--885090
infovis01--963293,infovis98--729554
infovis01--963293,infovis97--636718
infovis01--963293,infovis96--559226
infovis01--963293,infovis00--885101
infovis01--963282,infovis00--885089
infovis02--1173156,infovis01--963274
infovis02--1173156,infovis01--963279
infovis02--1173157,infovis96--559216
infovis02--1173155,infovis95--528685
infovis02--1173160,infovis01--963279
infovis02--1173151,infovis01--963290
infovis02--1173151,infovis98--729557
infovis02--1173151,infovis01--963284
infovis02--1173151,infovis99--801858
infovis02--1173151,infovis01--963285
infovis02--1173151,infovis95--528689
infovis02--1173151,infovis97--636718
infovis02--1173151,infovis01--963283
infovis02--1173151,infovis00--885091
infovis02--1173151,infovis01--963281
infovis02--1173151,infovis99--801860
infovis02--1173151,infovis01--963279
infovis02--1173153,infovis01--963290
infovis02--1173153,infovis01--963283
infovis02--1173153,infovis99--801860
infovis02--1173152,infovis98--729555
infovis02--1173145,infovis99--801858
infovis02--1173142,infovis95--528688
infovis02--1173142,infovis97--636788
infovis02--1173149,infovis98--729558
infovis02--1173149,infovis01--963286
infovis02--1173158,infovis97--636761
infovis02--1173158,infovis96--559210
infovis02--1173158,infovis00--885086
infovis02--1173143,infovis96--559211
infovis02--1173154,infovis01--963278
infovis02--1173162,infovis01--963273
infovis02--1173147,infovis01--963291
infovis03--1249028,infovis01--963290
infovis03--1249028,infovis02--1173155
infovis03--1249015,infovis98--729559
infovis03--1249015,infovis00--885086
infovis03--1249015,infovis02--1173151
infovis03--1249030,infovis02--1173141
infovis03--1249030,infovis03--1249004
infovis03--1249008,infovis96--559214
infovis03--1249008,infovis97--636786
infovis03--1249010,infovis02--1173160
infovis03--1249010,infovis01--963285
infovis03--1249004,infovis03--1249030
infovis03--1249006,infovis98--729559
infovis03--1249009,infovis96--559214
infovis03--1249009,infovis97--636718
infovis03--1249009,infovis00--885091
infovis03--1249009,infovis02--1173151
infovis03--1249009,infovis01--963279
infovis03--1249016,infovis98--729559
infovis03--1249016,infovis03--1249016
infovis03--1249007,infovis98--729560
infovis03--1249007,infovis96--559213
infovis03--1249007,infovis02--1173156
infovis03--1249017,infovis01--963275
infovis03--1249017,infovis02--1173159
infovis03--1249017,infovis02--1173161
infovis03--1249014,infovis96--559223
infovis03--1249014,infovis02--1173161
infovis03--1249014,infovis99--801855
infovis03--1249014,infovis95--528686
infovis03--1249012,infovis02--1173150
infovis03--1249012,infovis02--1173159
infovis03--1249012,infovis02--1173161
infovis03--1249020,infovis99--801862
infovis03--1249025,infovis98--729561
infovis03--1249024,infovis00--885092
infovis03--1249024,infovis02--1173157
infovis03--1249024,infovis96--559216
infovis03--1249023,infovis02--1173157
infovis03--1284026,infovis02--1173155
infovis03--1249027,infovis02--1173156
infovis03--1249026,infovis01--963285
infovis03--1249026,infovis01--963274
infovis03--1249021,infovis97--636784
infovis03--1249019,infovis98--729570
infovis04--1382905,infovis95--528688
infovis04--1382905,infovis02--1173156
infovis04--1382905,infovis03--1249008
infovis04--1382886,infovis03--1249030
infovis04--1382895,infovis98--729559
infovis04--1382895,infovis96--559215
infovis04--1382895,infovis00--885086
infovis04--1382895,infovis03--1249015
infovis04--1382909,infovis03--1249011
infovis04--1382909,infovis97--636718
infovis04--1382904,infovis02--1173141
infovis04--1382902,infovis03--1295823
infovis04--1382902,infovis01--963289
infovis04--1382902,infovis03--1284026
infovis04--1382902,infovis03--1249030
infovis04--1382902,infovis95--528686
infovis04--1382903,infovis97--636792
infovis04--1382903,infovis00--885092
infovis04--1382903,infovis99--801856
infovis04--1382885,infovis01--963285
infovis04--1382885,infovis01--963289
infovis04--1382885,infovis02--1173148
infovis04--1382885,infovis99--801860
infovis04--1382884,infovis01--963289
infovis04--1382906,infovis04--1382906
infovis04--1382906,infovis97--636718
infovis04--1382907,infovis03--1249030
infovis04--1382891,infovis02--1173150
infovis04--1382891,infovis01--963275
infovis04--1382891,infovis02--1173159
infovis04--1382891,infovis03--1249012
infovis04--1382891,infovis02--1173161
infovis04--1382891,infovis03--1249013
infovis04--1382891,infovis95--528686
infovis04--1382908,infovis99--801859
infovis04--1382888,infovis02--1173144
infovis04--1382900,infovis97--636718
infovis04--1382893,infovis98--729559
infovis04--1382893,infovis95--528686
infovis04--1382893,infovis03--1249014
infovis04--1382893,infovis03--1249015
infovis04--1382890,infovis03--1249009
infovis04--1382910,infovis02--1173159
infovis04--1382910,infovis97--636718
infovis04--1382899,infovis02--1173152
infovis04--1382899,infovis02--1173148
infovis04--1382901,infovis03--1249010
infovis04--1382901,infovis97--636791
infovis04--1382901,infovis99--801858
infovis04--1382901,infovis00--885090
infovis04--1382901,infovis03--1249005
infovis05--1532126,infovis04--1382886
infovis05--1532136,infovis98--729560
infovis05--1532136,infovis00--885092
infovis05--1532136,infovis01--963289
infovis05--1532136,infovis04--1382884
infovis05--1532150,infovis95--528697
infovis05--1532138,infovis04--1382894
infovis05--1532122,infovis00--885098
infovis05--1532122,infovis04--1382897
infovis05--1532142,infovis03--1249006
infovis05--1532142,infovis04--1382895
infovis05--1532142,infovis04--1382892
infovis05--1532129,infovis02--1173148
infovis05--1532129,infovis00--885091
infovis05--1532141,infovis04--1382894
infovis05--1532141,infovis03--1249024
infovis05--1532141,infovis02--1173157
infovis05--1532141,infovis04--1382895
infovis05--1532141,infovis03--1249008
infovis05--1532141,infovis04--1382893
infovis05--1532141,infovis03--1249015
infovis05--1532141,infovis02--1173151
infovis05--1532139,infovis02--1173157
infovis05--1532139,infovis03--1249016
infovis05--1532125,infovis04--1382889
infovis05--1532125,infovis99--801860
infovis05--1532145,infovis02--1173152
infovis05--1532145,infovis01--963283
infovis05--1532151,infovis04--1382886
infovis05--1532151,infovis03--1249009
infovis05--1532151,infovis96--559226
infovis05--1532148,infovis99--801867
infovis05--1532148,infovis99--801851
infovis05--1532148,infovis99--801860
infovis05--1532132,infovis04--1382899
infovis05--1532132,infovis00--885091
infovis05--1532149,infovis01--963274
infovis05--1532149,infovis01--963273
infovis05--1532133,infovis02--1173160
infovis05--1532133,infovis99--801853
infovis05--1532133,infovis01--963274
infovis05--1532133,infovis03--1249014
infovis05--1532124,infovis04--1382899
infovis05--1532124,infovis97--636718
infovis05--1532124,infovis02--1173148
infovis05--1532143,infovis97--636792
infovis05--1532143,infovis00--885092
infovis05--1532143,infovis96--559213
infovis05--1532143,infovis04--1382905
infovis05--1532143,infovis02--1173163
infovis05--1532143,infovis02--1173142
infovis05--1532143,infovis02--1173141
infovis05--1532143,infovis04--1382904
infovis05--1532152,infovis96--559226
infovis05--1532128,infovis04--1382900
infovis05--1532128,infovis01--963283
infovis05--1532128,infovis99--801860
infovis05--1532127,infovis04--1382905
infovis05--1532127,infovis02--1173156
infovis05--1532146,infovis00--885093
infovis05--1532146,infovis97--636718
infovis05--1532146,infovis00--885091
infovis05--1532140,infovis95--528691
infovis06--4015425,infovis04--1382886
infovis06--4015425,infovis97--636718
infovis06--4015425,infovis02--1173152
infovis06--4015425,infovis05--1532150
infovis06--4015425,infovis03--1249030
infovis06--4015425,infovis03--1249008
infovis06--4015425,infovis05--1532129
infovis06--4015419,infovis03--1249011
infovis06--4015419,infovis04--1382886
infovis06--4015419,infovis05--1532126
infovis06--4015419,infovis97--636718
infovis06--4015419,infovis04--1382909
infovis06--4015424,infovis04--1382886
infovis06--4015424,infovis05--1532126
infovis06--4015424,infovis05--1532124
infovis06--4015417,infovis04--1382905
infovis06--4015417,infovis05--1532126
infovis06--4015439,infovis98--729560
infovis06--4015439,infovis04--1382905
infovis06--4015439,infovis02--1173141
infovis06--4015439,infovis03--1249007
infovis06--4015439,infovis04--1382904
infovis06--4015416,infovis04--1382907
infovis06--4015416,infovis04--1382909
infovis06--4015416,infovis97--636718
infovis06--4015416,infovis05--1532127
infovis06--4015432,infovis02--1173156
infovis06--4015432,infovis98--729570
infovis06--4015431,infovis05--1532125
infovis06--4015431,infovis99--801859
infovis06--4015431,infovis99--801860
infovis06--4015431,infovis01--963290
infovis06--4015433,infovis04--1382907
infovis06--4015433,infovis04--1382909
infovis06--4015422,infovis04--1382894
infovis06--4015422,infovis04--1382895
infovis06--4015437,infovis02--1173156
infovis06--4015421,infovis04--1382900
infovis06--4015421,infovis00--885088
infovis06--4015421,infovis04--1382895
infovis06--4015418,infovis03--1249028
infovis06--4015418,infovis02--1173153
infovis06--4015418,infovis02--1173155
infovis06--4015435,infovis05--1532130
infovis06--4015436,infovis99--801854
infovis06--4015436,infovis02--1173156
infovis06--4015426,infovis04--1382888
infovis06--4015423,infovis01--963279
infovis06--4015434,infovis97--636718
infovis06--4015430,infovis04--1382908
infovis06--4015438,infovis96--559214
infovis06--4015438,infovis97--636786
infovis07--4376131,infovis03--1249007
infovis07--4376131,infovis05--1532122
infovis07--4376144,infovis05--1532136
infovis07--4376144,infovis96--559213
infovis07--4376144,infovis05--1532126
infovis07--4376144,infovis00--885091
infovis07--4376144,infovis99--801860
infovis07--4376154,infovis04--1382907
infovis07--4376154,infovis04--1382905
infovis07--4376154,infovis05--1532126
infovis07--4376154,infovis06--4015425
infovis07--4376154,infovis06--4015424
infovis07--4376154,infovis05--1532129
infovis07--4376146,infovis99--801854
infovis07--4376146,infovis02--1173148
infovis07--4376146,infovis01--963279
infovis07--4376143,infovis97--636789
infovis07--4376143,infovis97--636792
infovis07--4376143,infovis00--885092
infovis07--4376138,infovis04--1382905
infovis07--4376138,infovis04--1382904
infovis07--4376132,infovis99--801862
infovis07--4376134,infovis05--1532126
infovis07--4376134,infovis03--1249031
infovis07--4376134,infovis04--1382903
infovis07--4376134,infovis04--1382897
infovis07--4376140,infovis06--4015425
infovis07--4376140,infovis06--4015424
infovis07--4376140,infovis03--1249008
infovis07--4376145,infovis00--885091
infovis07--4376139,infovis06--4015428
infovis07--4376139,infovis05--1532122
infovis07--4376152,infovis06--4015431
infovis07--4376152,infovis05--1532145
infovis07--4376152,infovis99--801860
infovis07--4376136,infovis04--1382887
infovis07--4376136,infovis05--1532122
infovis07--4376147,infovis04--1382907
infovis07--4376147,infovis05--1532128
infovis07--4376147,infovis02--1173156
infovis07--4376147,infovis04--1382899
infovis07--4376147,infovis02--1173148
infovis07--4376147,infovis05--1532132
infovis07--4376147,infovis99--801860
infovis07--4376147,infovis06--4015431
infovis07--4376147,infovis05--1532129
infovis07--4376150,infovis05--1532140
infovis07--4376150,infovis05--1532137
infovis07--4376129,infovis02--1173156
infovis07--4376129,infovis04--1382888
infovis07--4376137,infovis04--1382904
infovis07--4376142,infovis01--963287
infovis07--4376142,infovis01--963273
infovis07--4376142,infovis00--885097
infovis07--4376151,infovis05--1532136
infovis07--4376151,infovis04--1382903
infovis07--4376149,infovis04--1382900
infovis07--4376149,infovis02--1173146
infovis07--4376149,infovis04--1382891
infovis07--4376149,infovis95--528686
infovis07--4376153,infovis02--1173148
infovis07--4376153,infovis00--885091
infovis07--4376153,infovis02--1173153
infovis07--4376153,infovis05--1532129
infovis07--4376153,infovis04--1382885
infovis07--4376153,infovis05--1532152
infovis07--4376148,infovis03--1249025
infovis07--4376130,infovis02--1173158
infovis07--4376130,infovis97--636718
infovis07--4376130,infovis02--1173148
infovis08--4658123,infovis05--1532136
infovis08--4658123,infovis98--729559
infovis08--4658123,infovis04--1382905
infovis08--4658123,infovis07--4376146
infovis08--4658123,infovis04--1382895
infovis08--4658123,infovis04--1382892
infovis08--4658123,infovis07--4376131
infovis08--4658123,infovis07--4376144
infovis08--4658146,infovis99--801854
infovis08--4658146,infovis07--4376146
infovis08--4658136,infovis00--885098
infovis08--4658136,infovis06--4015420
infovis08--4658136,infovis07--4376131
infovis08--4658136,infovis05--1532122
infovis08--4658129,infovis04--1382890
infovis08--4658129,infovis07--4376133
infovis08--4658133,infovis02--1173148
infovis08--4658133,infovis07--4376131
infovis08--4658133,infovis02--1173155
infovis08--4658133,infovis01--963279
infovis08--4658140,infovis07--4376143
infovis08--4658140,infovis07--4376155
infovis08--4658140,infovis04--1382906
infovis08--4658140,infovis06--4015425
infovis08--4658140,infovis05--1532138
infovis08--4658140,infovis05--1532150
infovis08--4658140,infovis04--1382909
infovis08--4658140,infovis03--1249008
infovis08--4658131,infovis07--4376131
infovis08--4658131,infovis05--1532122
infovis08--4658131,infovis07--4376132
infovis08--4658131,infovis07--4376138
infovis08--4658149,infovis01--963290
infovis08--4658149,infovis07--4376129
infovis08--4658149,infovis01--963283
infovis08--4658149,infovis07--4376152
infovis08--4658138,infovis04--1382885
infovis08--4658138,infovis02--1173153
infovis08--4658141,infovis03--1249011
infovis08--4658141,infovis06--4015433
infovis08--4658127,infovis00--885092
infovis08--4658127,infovis07--4376131
infovis08--4658127,infovis07--4376144
infovis08--4658137,infovis06--4015435
infovis08--4658137,infovis05--1532151
infovis08--4658137,infovis06--4015424
infovis08--4658124,infovis06--4015436
infovis08--4658124,infovis98--729560
infovis08--4658124,infovis04--1382900
infovis08--4658124,infovis05--1532126
infovis08--4658124,infovis05--1532133
infovis08--4658124,infovis01--963289
infovis08--4658124,infovis07--4376151
infovis08--4658124,infovis03--1249020
infovis08--4658124,infovis04--1382899
infovis08--4658124,infovis04--1382884
infovis08--4658124,infovis05--1532151
infovis08--4658124,infovis05--1532132
infovis08--4658124,infovis07--4376132
infovis08--4658124,infovis07--4376144
infovis08--4658128,infovis07--4376145
infovis08--4658128,infovis07--4376134
infovis08--4658128,infovis03--1249031
infovis08--4658128,infovis04--1382897
infovis08--4658128,infovis05--1532122
infovis08--4658147,infovis04--1382886
infovis08--4658147,infovis07--4376131
infovis08--4658142,infovis06--4015434
infovis08--4658142,infovis99--801854
infovis08--4658142,infovis06--4015435
infovis08--4658142,infovis04--1382906
infovis08--4658142,infovis05--1532126
infovis08--4658142,infovis02--1173159
infovis08--4658142,infovis06--4015419
infovis08--4658142,infovis02--1173148
infovis08--4658142,infovis04--1382909
infovis08--4658132,infovis07--4376141
infovis08--4658132,infovis07--4376131
infovis08--4658126,infovis00--885102
infovis08--4658126,infovis07--4376137
infovis08--4658139,infovis07--4376136
infovis08--4658139,infovis04--1382887
infovis08--4658145,infovis06--4015416
infovis08--4658145,infovis03--1249011
infovis08--4658145,infovis97--636792
infovis08--4658145,infovis06--4015417
infovis08--4658145,infovis07--4376154
infovis08--4658145,infovis06--4015425
infovis08--4658143,infovis07--4376155
infovis08--4658143,infovis05--1532126
infovis08--4658143,infovis02--1173159
infovis08--4658143,infovis05--1532145
infovis08--4658125,infovis02--1173156
infovis08--4658125,infovis04--1382906
infovis08--4658125,infovis05--1532148
infovis08--4658125,infovis98--729558
infovis08--4658125,infovis01--963278
infovis08--4658125,infovis96--559214
infovis08--4658125,infovis05--1532132
infovis08--4658125,infovis00--885091
infovis08--4658125,infovis02--1173151
infovis08--4658148,infovis01--963288
infovis08--4658148,infovis99--801860
infovis08--4658130,infovis07--4376141
infovis08--4658130,infovis01--963287
infovis08--4658130,infovis07--4376146
infovis08--4658130,infovis98--729570
infovis08--4658130,infovis06--4015425
infovis08--4658130,infovis05--1532134
infovis08--4658130,infovis96--559210
infovis08--4658130,infovis00--885091
infovis08--4658130,infovis07--4376131
infovis08--4658130,infovis01--963279
infovis08--4658144,infovis05--1532136
infovis08--4658144,infovis00--885092
infovis08--4658144,infovis06--4015421
infovis08--4658144,infovis04--1382885
infovis08--4658144,infovis07--4376131
infovis08--4658144,infovis03--1249015
infovis09--5290720,infovis08--4658136
infovis09--5290720,infovis98--729560
infovis09--5290720,infovis04--1382905
infovis09--5290720,infovis00--885098
infovis09--5290720,infovis06--4015439
infovis09--5290720,infovis00--885086
infovis09--5290720,infovis07--4376131
infovis09--5290720,infovis04--1382904
infovis09--5290722,infovis07--4376134
infovis09--5290722,infovis07--4376131
infovis09--5290722,infovis05--1532122
infovis09--5290695,infovis05--1532136
infovis09--5290695,infovis04--1382902
infovis09--5290695,infovis08--4658137
infovis09--5290695,infovis97--636792
infovis09--5290695,infovis98--729560
infovis09--5290695,infovis06--4015417
infovis09--5290695,infovis08--4658124
infovis09--5290695,infovis05--1532124
infovis09--5290695,infovis05--1532150
infovis09--5290695,infovis08--4658146
infovis09--5290695,infovis04--1382903
infovis09--5290695,infovis07--4376144
infovis09--5290706,infovis07--4376140
infovis09--5290706,infovis08--4658142
infovis09--5290706,infovis08--4658123
infovis09--5290706,infovis08--4658148
infovis09--5290706,infovis05--1532126
infovis09--5290706,infovis06--4015419
infovis09--5290706,infovis05--1532150
infovis09--5290699,infovis04--1382906
infovis09--5290699,infovis04--1382909
infovis09--5290699,infovis06--4015425
infovis09--5290699,infovis06--4015419
infovis09--5290699,infovis06--4015424
infovis09--5290705,infovis98--729559
infovis09--5290705,infovis04--1382894
infovis09--5290705,infovis05--1532139
infovis09--5290705,infovis03--1249023
infovis09--5290705,infovis06--4015422
infovis09--5290705,infovis08--4658123
infovis09--5290705,infovis05--1532141
infovis09--5290705,infovis02--1173157
infovis09--5290705,infovis05--1532138
infovis09--5290705,infovis05--1532139
infovis09--5290705,infovis04--1382895
infovis09--5290705,infovis03--1249008
infovis09--5290705,infovis03--1249015
